id,label,prediction
7961,agreed,unrelated
299220,unrelated,unrelated
55371,unrelated,unrelated
282900,agreed,unrelated
45993,unrelated,unrelated
138630,unrelated,unrelated
284712,unrelated,unrelated
124380,unrelated,unrelated
92935,unrelated,unrelated
34056,unrelated,unrelated
200714,unrelated,unrelated
276714,unrelated,unrelated
297982,unrelated,unrelated
233753,unrelated,unrelated
220602,agreed,unrelated
114644,unrelated,unrelated
86286,agreed,unrelated
104553,unrelated,unrelated
315718,unrelated,unrelated
104791,unrelated,unrelated
47517,unrelated,unrelated
183787,unrelated,unrelated
80635,unrelated,unrelated
113016,agreed,agreed
275630,agreed,agreed
117548,unrelated,unrelated
182847,agreed,agreed
67214,agreed,agreed
44475,unrelated,unrelated
58818,unrelated,unrelated
56477,unrelated,unrelated
136554,agreed,unrelated
72989,unrelated,unrelated
184964,unrelated,unrelated
34958,unrelated,unrelated
26870,unrelated,unrelated
124644,unrelated,unrelated
272907,unrelated,unrelated
222797,agreed,agreed
258319,agreed,unrelated
64065,disagreed,unrelated
111593,unrelated,unrelated
37653,unrelated,unrelated
253636,unrelated,unrelated
149622,unrelated,unrelated
200728,agreed,agreed
8833,unrelated,unrelated
115927,unrelated,unrelated
50015,unrelated,agreed
180835,unrelated,unrelated
254494,unrelated,unrelated
249316,unrelated,unrelated
300177,unrelated,unrelated
196932,unrelated,unrelated
127414,agreed,unrelated
233403,unrelated,unrelated
258641,unrelated,unrelated
162048,agreed,unrelated
119775,unrelated,unrelated
65799,agreed,unrelated
32584,unrelated,unrelated
256853,agreed,unrelated
32608,unrelated,unrelated
9681,agreed,unrelated
84571,unrelated,unrelated
271271,unrelated,unrelated
58351,unrelated,unrelated
192218,agreed,unrelated
6565,unrelated,unrelated
255194,unrelated,unrelated
229639,unrelated,unrelated
3048,agreed,unrelated
136474,agreed,unrelated
207158,agreed,unrelated
72769,agreed,agreed
99180,unrelated,unrelated
258083,agreed,unrelated
146449,unrelated,unrelated
295781,agreed,unrelated
293680,unrelated,unrelated
140801,unrelated,unrelated
119631,agreed,unrelated
316484,agreed,agreed
83426,unrelated,unrelated
50309,agreed,agreed
3586,unrelated,unrelated
155260,unrelated,unrelated
176915,unrelated,unrelated
153371,unrelated,unrelated
244369,unrelated,unrelated
43378,unrelated,unrelated
174074,agreed,unrelated
299315,unrelated,unrelated
312449,agreed,agreed
277391,unrelated,agreed
126774,agreed,agreed
133023,unrelated,unrelated
131983,unrelated,unrelated
161006,unrelated,unrelated
145948,unrelated,unrelated
43106,agreed,unrelated
219831,unrelated,unrelated
228127,unrelated,unrelated
148357,unrelated,unrelated
316104,agreed,unrelated
7405,agreed,unrelated
90074,unrelated,agreed
220463,agreed,unrelated
13378,unrelated,unrelated
195835,agreed,agreed
166466,agreed,unrelated
258115,unrelated,unrelated
290514,unrelated,unrelated
315600,agreed,agreed
36004,unrelated,unrelated
129636,unrelated,unrelated
311935,unrelated,unrelated
52126,unrelated,unrelated
217614,disagreed,unrelated
298676,unrelated,unrelated
4657,unrelated,unrelated
230691,agreed,agreed
59250,disagreed,unrelated
88519,agreed,unrelated
292341,unrelated,agreed
191354,agreed,unrelated
56340,agreed,unrelated
283243,unrelated,unrelated
133985,agreed,unrelated
12439,agreed,unrelated
119228,unrelated,unrelated
236252,unrelated,unrelated
23759,unrelated,unrelated
293591,unrelated,unrelated
149211,unrelated,unrelated
155498,unrelated,unrelated
265356,agreed,unrelated
231854,agreed,unrelated
292259,unrelated,unrelated
30836,agreed,agreed
185302,unrelated,unrelated
8958,unrelated,unrelated
231152,agreed,unrelated
178117,disagreed,unrelated
14510,unrelated,unrelated
259955,agreed,agreed
298136,agreed,unrelated
265648,agreed,unrelated
99556,unrelated,unrelated
83864,agreed,agreed
205959,unrelated,unrelated
301733,unrelated,unrelated
257874,unrelated,unrelated
277238,unrelated,unrelated
226040,unrelated,unrelated
151741,unrelated,unrelated
145690,unrelated,unrelated
10569,agreed,agreed
261630,unrelated,unrelated
248699,unrelated,unrelated
245536,unrelated,unrelated
192613,unrelated,unrelated
315811,unrelated,unrelated
46823,unrelated,unrelated
286134,agreed,unrelated
14648,unrelated,unrelated
348,unrelated,unrelated
30443,agreed,unrelated
77198,unrelated,unrelated
279076,agreed,unrelated
51729,agreed,agreed
314757,agreed,unrelated
195313,agreed,agreed
97550,unrelated,unrelated
213600,unrelated,unrelated
13843,agreed,agreed
199149,agreed,unrelated
318124,unrelated,unrelated
41094,unrelated,unrelated
231905,agreed,unrelated
15193,unrelated,agreed
123056,unrelated,unrelated
246081,agreed,unrelated
1911,unrelated,agreed
46838,unrelated,unrelated
43814,agreed,unrelated
115696,agreed,agreed
315758,unrelated,unrelated
36469,unrelated,unrelated
160828,unrelated,unrelated
292621,unrelated,agreed
92927,unrelated,unrelated
270958,agreed,agreed
292199,unrelated,unrelated
135434,agreed,agreed
57646,unrelated,unrelated
107906,unrelated,unrelated
68392,agreed,unrelated
250712,unrelated,unrelated
74754,agreed,unrelated
107401,unrelated,unrelated
225702,unrelated,unrelated
21182,unrelated,unrelated
228432,unrelated,unrelated
307667,unrelated,unrelated
117228,unrelated,unrelated
122447,agreed,unrelated
107696,unrelated,unrelated
250475,unrelated,unrelated
136294,unrelated,unrelated
178337,agreed,unrelated
222966,agreed,unrelated
156284,unrelated,unrelated
220332,unrelated,unrelated
112793,agreed,agreed
216684,unrelated,unrelated
119029,unrelated,unrelated
62206,unrelated,unrelated
276733,unrelated,unrelated
257220,unrelated,unrelated
320009,agreed,agreed
194607,agreed,agreed
31762,unrelated,unrelated
202639,agreed,unrelated
41165,agreed,unrelated
233079,unrelated,unrelated
30557,agreed,unrelated
274367,unrelated,unrelated
84176,unrelated,unrelated
250084,unrelated,unrelated
171180,unrelated,unrelated
235908,unrelated,unrelated
256905,agreed,unrelated
76263,unrelated,unrelated
16918,unrelated,unrelated
186481,unrelated,unrelated
286516,unrelated,unrelated
172917,unrelated,unrelated
86020,unrelated,unrelated
171044,unrelated,unrelated
36121,unrelated,unrelated
248441,unrelated,unrelated
240567,unrelated,unrelated
86714,unrelated,unrelated
5396,unrelated,unrelated
118261,unrelated,unrelated
123561,agreed,agreed
135162,unrelated,unrelated
127264,agreed,unrelated
187547,unrelated,unrelated
34902,unrelated,unrelated
197950,unrelated,unrelated
121945,unrelated,unrelated
58777,unrelated,unrelated
152329,unrelated,unrelated
231925,unrelated,unrelated
242646,unrelated,unrelated
265108,unrelated,unrelated
188637,unrelated,unrelated
49895,unrelated,unrelated
5286,agreed,unrelated
215852,unrelated,unrelated
97968,agreed,unrelated
78505,unrelated,unrelated
122653,unrelated,unrelated
201516,unrelated,unrelated
101387,unrelated,unrelated
128061,unrelated,unrelated
195522,agreed,agreed
146424,agreed,unrelated
219386,disagreed,unrelated
49377,agreed,unrelated
111860,unrelated,unrelated
279466,unrelated,unrelated
261038,agreed,unrelated
174454,unrelated,unrelated
88399,agreed,unrelated
107901,unrelated,unrelated
217996,unrelated,unrelated
264798,agreed,agreed
177413,unrelated,agreed
113677,unrelated,unrelated
46260,unrelated,unrelated
309255,agreed,unrelated
226967,agreed,unrelated
306870,agreed,unrelated
176660,unrelated,unrelated
117508,unrelated,unrelated
248404,unrelated,unrelated
174380,unrelated,unrelated
312518,unrelated,agreed
201782,agreed,unrelated
128253,agreed,unrelated
290597,unrelated,unrelated
8799,unrelated,unrelated
133062,unrelated,unrelated
15661,agreed,agreed
292089,agreed,unrelated
111949,agreed,unrelated
122271,unrelated,unrelated
172461,agreed,unrelated
19891,unrelated,unrelated
38132,unrelated,unrelated
65375,unrelated,unrelated
242020,unrelated,unrelated
41068,agreed,unrelated
199443,agreed,unrelated
135594,agreed,agreed
127506,unrelated,unrelated
298841,unrelated,unrelated
56033,agreed,unrelated
299253,unrelated,unrelated
84061,unrelated,unrelated
124121,unrelated,unrelated
137498,unrelated,unrelated
235349,agreed,unrelated
211951,unrelated,unrelated
56570,unrelated,unrelated
36718,unrelated,unrelated
176817,agreed,unrelated
68560,agreed,agreed
40543,unrelated,unrelated
52733,unrelated,unrelated
55472,unrelated,unrelated
130255,unrelated,unrelated
54455,unrelated,unrelated
249547,unrelated,unrelated
129807,agreed,unrelated
179721,unrelated,unrelated
163131,unrelated,unrelated
201066,agreed,agreed
247933,unrelated,unrelated
54004,unrelated,unrelated
68868,unrelated,unrelated
162242,unrelated,unrelated
135136,agreed,agreed
200128,unrelated,unrelated
214320,unrelated,unrelated
224029,disagreed,unrelated
174260,unrelated,unrelated
110862,agreed,unrelated
257095,unrelated,unrelated
54913,unrelated,unrelated
164995,disagreed,unrelated
276352,unrelated,unrelated
47216,unrelated,unrelated
37495,unrelated,unrelated
22528,unrelated,unrelated
234857,unrelated,unrelated
44962,agreed,unrelated
160423,unrelated,unrelated
58103,unrelated,unrelated
304969,unrelated,unrelated
285912,agreed,agreed
236360,agreed,unrelated
141409,unrelated,unrelated
150600,unrelated,unrelated
51809,unrelated,unrelated
122326,unrelated,unrelated
286987,unrelated,unrelated
278881,unrelated,unrelated
189700,unrelated,unrelated
273247,unrelated,unrelated
214330,unrelated,unrelated
148424,unrelated,unrelated
166108,unrelated,unrelated
308449,unrelated,unrelated
4585,agreed,unrelated
108313,agreed,agreed
88699,unrelated,unrelated
15337,agreed,unrelated
220616,agreed,agreed
284677,unrelated,unrelated
240206,unrelated,unrelated
71947,unrelated,unrelated
182322,agreed,unrelated
144554,unrelated,unrelated
54096,unrelated,unrelated
316818,unrelated,unrelated
8900,unrelated,unrelated
91966,unrelated,unrelated
256535,agreed,agreed
15542,agreed,agreed
58295,unrelated,unrelated
211092,unrelated,unrelated
291173,agreed,unrelated
80218,unrelated,unrelated
121046,agreed,agreed
101447,unrelated,unrelated
129296,unrelated,unrelated
550,unrelated,unrelated
17068,unrelated,agreed
242304,agreed,unrelated
129028,disagreed,unrelated
212790,unrelated,unrelated
263935,unrelated,unrelated
126124,unrelated,agreed
175732,agreed,unrelated
207737,agreed,unrelated
285941,agreed,agreed
281160,agreed,agreed
257654,unrelated,unrelated
96229,agreed,agreed
294641,disagreed,unrelated
278424,unrelated,unrelated
103226,unrelated,unrelated
140593,agreed,unrelated
99708,unrelated,unrelated
191758,unrelated,unrelated
56428,unrelated,unrelated
252966,unrelated,unrelated
282340,unrelated,unrelated
264745,unrelated,unrelated
121078,unrelated,unrelated
153148,agreed,agreed
144700,agreed,unrelated
122279,unrelated,unrelated
68193,unrelated,unrelated
53791,unrelated,agreed
196764,agreed,unrelated
146041,agreed,unrelated
274591,unrelated,unrelated
228458,unrelated,unrelated
194125,agreed,agreed
18412,unrelated,unrelated
185251,unrelated,unrelated
254949,unrelated,unrelated
104485,unrelated,unrelated
275529,agreed,unrelated
33968,unrelated,unrelated
289081,agreed,unrelated
137222,unrelated,unrelated
68492,unrelated,unrelated
255804,unrelated,unrelated
178877,agreed,agreed
257369,unrelated,unrelated
118742,unrelated,unrelated
75364,unrelated,unrelated
114483,unrelated,unrelated
108997,agreed,unrelated
74923,agreed,unrelated
77008,agreed,agreed
157119,unrelated,unrelated
16958,unrelated,agreed
219693,unrelated,unrelated
63759,unrelated,agreed
43974,agreed,unrelated
304165,unrelated,unrelated
238618,unrelated,unrelated
171037,unrelated,unrelated
106384,agreed,unrelated
105917,unrelated,unrelated
295320,unrelated,unrelated
301962,unrelated,unrelated
69933,unrelated,unrelated
41389,agreed,agreed
192724,unrelated,unrelated
10227,unrelated,unrelated
273060,unrelated,unrelated
182991,agreed,unrelated
189147,agreed,unrelated
305070,agreed,agreed
115704,agreed,unrelated
173820,disagreed,unrelated
74104,unrelated,unrelated
41172,unrelated,unrelated
163794,unrelated,unrelated
197085,unrelated,unrelated
51864,unrelated,unrelated
268643,unrelated,unrelated
178707,unrelated,unrelated
306162,agreed,unrelated
276869,unrelated,unrelated
123969,unrelated,unrelated
112920,unrelated,unrelated
171697,unrelated,unrelated
227723,unrelated,unrelated
72022,unrelated,unrelated
46545,unrelated,unrelated
206095,agreed,agreed
180491,agreed,unrelated
270824,unrelated,unrelated
293825,unrelated,unrelated
299026,unrelated,unrelated
268038,agreed,agreed
56737,unrelated,unrelated
168376,unrelated,unrelated
98407,unrelated,unrelated
224343,unrelated,unrelated
320228,unrelated,unrelated
160822,agreed,unrelated
36187,unrelated,unrelated
191036,unrelated,unrelated
86546,agreed,unrelated
267578,unrelated,unrelated
17612,unrelated,unrelated
119465,unrelated,unrelated
18635,agreed,unrelated
116152,unrelated,unrelated
39978,agreed,unrelated
293875,unrelated,unrelated
236696,agreed,unrelated
256544,agreed,agreed
58870,unrelated,unrelated
67092,unrelated,unrelated
313065,unrelated,unrelated
6181,unrelated,unrelated
30969,agreed,unrelated
184943,unrelated,unrelated
10754,agreed,unrelated
163849,unrelated,unrelated
12808,unrelated,unrelated
242999,unrelated,unrelated
179401,unrelated,unrelated
156742,agreed,agreed
33050,agreed,unrelated
205564,unrelated,unrelated
295816,agreed,unrelated
63597,unrelated,unrelated
224816,agreed,unrelated
226817,unrelated,unrelated
307995,unrelated,unrelated
199189,unrelated,unrelated
190807,unrelated,unrelated
135677,unrelated,unrelated
81928,unrelated,unrelated
26542,unrelated,unrelated
190795,unrelated,unrelated
300042,unrelated,unrelated
175096,agreed,unrelated
33116,unrelated,unrelated
303561,agreed,unrelated
89361,unrelated,unrelated
138515,unrelated,unrelated
282148,unrelated,unrelated
288030,unrelated,unrelated
173418,agreed,unrelated
18387,unrelated,unrelated
199294,unrelated,unrelated
166714,unrelated,unrelated
150141,agreed,agreed
72922,agreed,agreed
309450,agreed,unrelated
141327,unrelated,unrelated
217496,unrelated,unrelated
147818,unrelated,unrelated
110830,unrelated,unrelated
262983,disagreed,unrelated
293853,unrelated,unrelated
44563,unrelated,unrelated
42887,unrelated,unrelated
229280,unrelated,unrelated
15745,unrelated,unrelated
97880,agreed,agreed
109398,disagreed,unrelated
300085,unrelated,unrelated
217965,unrelated,unrelated
200636,unrelated,unrelated
20661,unrelated,unrelated
253,unrelated,unrelated
220809,unrelated,unrelated
65666,unrelated,unrelated
250883,agreed,agreed
295992,unrelated,unrelated
133140,agreed,agreed
1187,agreed,unrelated
66871,unrelated,unrelated
233983,unrelated,unrelated
184758,unrelated,unrelated
174250,agreed,unrelated
132584,agreed,unrelated
30523,agreed,agreed
306075,unrelated,agreed
134970,unrelated,unrelated
202870,agreed,agreed
303266,unrelated,unrelated
101542,unrelated,unrelated
170057,unrelated,unrelated
194569,agreed,agreed
294714,unrelated,unrelated
123919,agreed,unrelated
10168,unrelated,unrelated
250527,unrelated,unrelated
239633,unrelated,unrelated
62331,agreed,unrelated
75034,unrelated,unrelated
79808,unrelated,unrelated
314709,unrelated,unrelated
151618,unrelated,unrelated
307172,unrelated,unrelated
296229,unrelated,unrelated
251255,agreed,unrelated
207732,unrelated,unrelated
44568,agreed,unrelated
206598,agreed,unrelated
104841,unrelated,unrelated
210282,agreed,agreed
224527,unrelated,unrelated
52523,unrelated,unrelated
64208,unrelated,unrelated
184004,unrelated,unrelated
54429,unrelated,unrelated
288352,unrelated,unrelated
6040,unrelated,unrelated
130426,agreed,unrelated
260084,agreed,unrelated
27283,disagreed,unrelated
146471,unrelated,unrelated
113258,unrelated,unrelated
118103,unrelated,unrelated
281609,agreed,unrelated
186987,unrelated,unrelated
178144,disagreed,unrelated
307312,agreed,agreed
227452,unrelated,unrelated
9631,agreed,unrelated
188242,unrelated,unrelated
137783,unrelated,unrelated
239158,unrelated,unrelated
185971,agreed,unrelated
244479,agreed,unrelated
1552,unrelated,unrelated
262242,disagreed,unrelated
72264,unrelated,unrelated
27018,unrelated,unrelated
307206,unrelated,unrelated
45667,agreed,unrelated
92000,unrelated,unrelated
249312,unrelated,unrelated
169064,agreed,agreed
126100,agreed,unrelated
294458,unrelated,unrelated
316331,agreed,unrelated
139471,unrelated,unrelated
57881,unrelated,unrelated
29159,unrelated,unrelated
你值得拥有[机智]",,agreed
312875,agreed,agreed
299736,agreed,unrelated
256372,unrelated,unrelated
167812,unrelated,unrelated
288876,unrelated,unrelated
246534,unrelated,unrelated
119582,unrelated,unrelated
107826,unrelated,unrelated
58725,unrelated,unrelated
239727,unrelated,unrelated
5699,unrelated,unrelated
93753,agreed,unrelated
64511,unrelated,unrelated
153128,unrelated,unrelated
189462,agreed,unrelated
274190,agreed,unrelated
71924,unrelated,unrelated
249674,unrelated,unrelated
55878,agreed,agreed
187565,unrelated,unrelated
167622,unrelated,unrelated
158859,disagreed,unrelated
67156,agreed,agreed
40988,agreed,agreed
25219,agreed,agreed
31336,unrelated,unrelated
177532,unrelated,unrelated
139084,agreed,unrelated
281057,unrelated,unrelated
173051,unrelated,unrelated
223819,unrelated,unrelated
264949,agreed,unrelated
233898,unrelated,unrelated
182953,unrelated,unrelated
213526,unrelated,unrelated
45759,agreed,agreed
46451,unrelated,unrelated
213877,unrelated,unrelated
270263,unrelated,unrelated
151522,agreed,unrelated
71861,agreed,unrelated
16482,unrelated,unrelated
22015,unrelated,unrelated
151756,unrelated,unrelated
180157,unrelated,unrelated
304465,agreed,unrelated
78189,unrelated,unrelated
182134,unrelated,unrelated
12243,agreed,agreed
96653,unrelated,unrelated
44447,unrelated,unrelated
79694,unrelated,unrelated
45127,unrelated,unrelated
148172,unrelated,unrelated
72346,unrelated,unrelated
184164,agreed,unrelated
203513,agreed,unrelated
276450,agreed,unrelated
148479,unrelated,unrelated
266754,unrelated,unrelated
177379,agreed,unrelated
34308,unrelated,unrelated
286108,unrelated,unrelated
174499,unrelated,unrelated
239886,unrelated,unrelated
18933,unrelated,unrelated
166598,unrelated,unrelated
226790,unrelated,unrelated
39165,agreed,unrelated
91614,unrelated,unrelated
308354,unrelated,unrelated
42589,agreed,agreed
254202,unrelated,unrelated
256333,unrelated,unrelated
159115,agreed,agreed
175521,unrelated,unrelated
188276,unrelated,unrelated
113025,agreed,unrelated
100001,unrelated,unrelated
241619,unrelated,unrelated
159529,unrelated,unrelated
17171,agreed,agreed
9804,unrelated,unrelated
205354,agreed,unrelated
129364,unrelated,unrelated
145933,unrelated,unrelated
59658,unrelated,unrelated
164048,unrelated,unrelated
296470,agreed,unrelated
96800,agreed,unrelated
115744,unrelated,unrelated
76569,disagreed,unrelated
272824,unrelated,unrelated
140695,agreed,unrelated
90515,unrelated,unrelated
265677,agreed,unrelated
15064,unrelated,unrelated
313017,unrelated,unrelated
53033,unrelated,unrelated
103993,unrelated,unrelated
119309,unrelated,unrelated
320124,unrelated,unrelated
2652,unrelated,unrelated
56651,agreed,unrelated
95309,agreed,unrelated
247611,unrelated,unrelated
293510,unrelated,unrelated
63474,unrelated,unrelated
57516,agreed,unrelated
156914,unrelated,unrelated
148086,unrelated,unrelated
11393,agreed,unrelated
55177,unrelated,unrelated
277334,agreed,agreed
10862,agreed,unrelated
180103,unrelated,unrelated
284893,unrelated,unrelated
90234,agreed,unrelated
223420,disagreed,unrelated
174417,unrelated,unrelated
180046,unrelated,unrelated
242651,unrelated,unrelated
220908,agreed,unrelated
166577,unrelated,unrelated
227376,unrelated,unrelated
67753,disagreed,unrelated
114626,agreed,unrelated
72760,agreed,unrelated
210310,agreed,agreed
59482,unrelated,unrelated
79609,unrelated,unrelated
202230,unrelated,agreed
274982,agreed,unrelated
142108,unrelated,unrelated
298687,unrelated,unrelated
62712,unrelated,unrelated
96107,agreed,unrelated
310151,agreed,unrelated
185798,unrelated,unrelated
263604,unrelated,unrelated
257900,unrelated,unrelated
30581,agreed,unrelated
155940,unrelated,unrelated
198824,unrelated,unrelated
218188,agreed,unrelated
177850,unrelated,unrelated
221923,unrelated,unrelated
154802,unrelated,unrelated
235217,unrelated,unrelated
174096,unrelated,unrelated
234530,agreed,agreed
318262,unrelated,unrelated
195523,agreed,agreed
280329,unrelated,unrelated
292359,agreed,agreed
236907,unrelated,unrelated
213742,agreed,unrelated
9881,disagreed,unrelated
216157,unrelated,unrelated
305342,unrelated,unrelated
208417,unrelated,unrelated
82684,unrelated,unrelated
304994,unrelated,unrelated
65894,agreed,unrelated
46028,unrelated,unrelated
175129,disagreed,unrelated
179560,unrelated,unrelated
100946,agreed,unrelated
50741,unrelated,unrelated
275642,agreed,agreed
1483,unrelated,unrelated
179273,agreed,unrelated
286075,agreed,agreed
282113,unrelated,unrelated
259577,unrelated,unrelated
290703,unrelated,unrelated
222792,agreed,agreed
132541,unrelated,unrelated
4539,unrelated,unrelated
231899,unrelated,unrelated
219281,unrelated,unrelated
12448,unrelated,unrelated
200157,unrelated,unrelated
179020,unrelated,unrelated
38445,unrelated,unrelated
99377,unrelated,unrelated
91971,unrelated,agreed
204119,unrelated,unrelated
163252,unrelated,unrelated
113114,unrelated,unrelated
44418,agreed,unrelated
44509,unrelated,unrelated
117612,unrelated,unrelated
8326,unrelated,unrelated
259554,unrelated,unrelated
214505,unrelated,unrelated
11962,unrelated,unrelated
293887,unrelated,unrelated
313082,unrelated,agreed
96506,unrelated,unrelated
259493,unrelated,unrelated
161635,unrelated,unrelated
136499,agreed,unrelated
290295,unrelated,unrelated
140419,agreed,agreed
11016,unrelated,unrelated
273059,unrelated,unrelated
305463,unrelated,unrelated
140069,agreed,unrelated
98059,unrelated,unrelated
255866,unrelated,unrelated
292898,unrelated,unrelated
191769,unrelated,unrelated
218246,unrelated,unrelated
92311,unrelated,unrelated
49993,unrelated,unrelated
290927,unrelated,unrelated
301861,agreed,agreed
283857,unrelated,unrelated
262939,unrelated,unrelated
264921,unrelated,unrelated
296634,unrelated,unrelated
69828,unrelated,unrelated
3259,unrelated,unrelated
190296,unrelated,unrelated
222684,agreed,unrelated
3506,unrelated,unrelated
63250,unrelated,unrelated
8003,agreed,agreed
2808,agreed,unrelated
297988,unrelated,unrelated
97387,unrelated,unrelated
49803,unrelated,unrelated
316207,unrelated,unrelated
465,unrelated,unrelated
145513,unrelated,unrelated
201745,unrelated,unrelated
117538,unrelated,unrelated
182973,agreed,unrelated
42430,unrelated,agreed
170987,unrelated,unrelated
65811,agreed,unrelated
128111,unrelated,unrelated
260052,disagreed,unrelated
174997,unrelated,unrelated
108775,unrelated,unrelated
188644,agreed,unrelated
41876,agreed,agreed
313903,agreed,unrelated
108812,unrelated,unrelated
88723,unrelated,unrelated
289070,unrelated,unrelated
61219,unrelated,unrelated
284305,unrelated,unrelated
232261,agreed,unrelated
101060,unrelated,unrelated
150491,unrelated,unrelated
316393,agreed,unrelated
40754,unrelated,agreed
52276,unrelated,unrelated
134804,agreed,unrelated
248719,disagreed,unrelated
44100,unrelated,unrelated
247921,disagreed,unrelated
168195,unrelated,unrelated
237738,unrelated,agreed
75922,unrelated,unrelated
149551,agreed,unrelated
159433,unrelated,unrelated
116331,agreed,agreed
20775,agreed,unrelated
33222,unrelated,unrelated
190644,agreed,agreed
91604,unrelated,unrelated
239412,unrelated,unrelated
53297,agreed,unrelated
126250,unrelated,unrelated
254936,unrelated,unrelated
317321,agreed,unrelated
250334,unrelated,unrelated
144214,unrelated,unrelated
16314,unrelated,unrelated
244909,agreed,unrelated
36837,agreed,agreed
108827,unrelated,unrelated
116186,unrelated,unrelated
268716,unrelated,agreed
267538,agreed,agreed
195360,unrelated,unrelated
8620,unrelated,unrelated
296472,agreed,unrelated
188578,agreed,unrelated
102011,unrelated,unrelated
254513,unrelated,unrelated
100604,agreed,unrelated
133791,unrelated,unrelated
116990,unrelated,agreed
131312,unrelated,unrelated
225858,unrelated,unrelated
81342,unrelated,unrelated
37891,unrelated,unrelated
91201,unrelated,unrelated
4586,unrelated,unrelated
245918,agreed,agreed
75046,agreed,unrelated
76077,unrelated,unrelated
16092,unrelated,unrelated
77221,agreed,unrelated
258411,agreed,unrelated
178482,unrelated,unrelated
269602,agreed,unrelated
320691,unrelated,unrelated
41414,agreed,unrelated
135674,unrelated,unrelated
133097,agreed,agreed
43712,agreed,unrelated
44089,unrelated,unrelated
244921,agreed,unrelated
14613,unrelated,unrelated
275117,agreed,unrelated
234924,unrelated,unrelated
153303,unrelated,unrelated
151846,unrelated,unrelated
136286,unrelated,unrelated
131933,agreed,unrelated
226427,agreed,unrelated
106538,unrelated,unrelated
48223,agreed,unrelated
99351,unrelated,unrelated
72340,agreed,unrelated
6476,unrelated,unrelated
226208,agreed,unrelated
140894,unrelated,unrelated
211035,agreed,unrelated
27499,unrelated,unrelated
310078,unrelated,unrelated
291348,agreed,unrelated
42433,unrelated,unrelated
240026,unrelated,unrelated
287093,unrelated,unrelated
136761,unrelated,unrelated
125715,agreed,agreed
68107,unrelated,unrelated
177488,agreed,unrelated
265980,unrelated,unrelated
246158,agreed,unrelated
47298,unrelated,unrelated
9299,unrelated,unrelated
75054,unrelated,unrelated
231184,unrelated,unrelated
138078,unrelated,unrelated
298933,unrelated,unrelated
287789,unrelated,unrelated
75536,unrelated,unrelated
235880,agreed,unrelated
75206,agreed,unrelated
279574,unrelated,unrelated
51023,agreed,unrelated
61117,unrelated,unrelated
185786,unrelated,unrelated
57943,agreed,unrelated
215316,unrelated,unrelated
82575,unrelated,unrelated
6362,unrelated,unrelated
137339,agreed,unrelated
163983,unrelated,unrelated
32306,unrelated,unrelated
205805,unrelated,unrelated
218420,unrelated,unrelated
23063,unrelated,unrelated
251562,agreed,agreed
64838,agreed,unrelated
6495,unrelated,unrelated
319575,unrelated,agreed
167066,unrelated,unrelated
100071,unrelated,unrelated
236264,unrelated,unrelated
170246,unrelated,unrelated
187845,unrelated,unrelated
169741,unrelated,unrelated
49043,unrelated,unrelated
311603,unrelated,agreed
76330,unrelated,unrelated
35899,disagreed,unrelated
302890,unrelated,unrelated
317632,unrelated,unrelated
155956,unrelated,unrelated
201519,unrelated,unrelated
52495,unrelated,unrelated
275660,agreed,unrelated
99536,unrelated,unrelated
9226,agreed,unrelated
43120,agreed,unrelated
20671,unrelated,unrelated
18957,agreed,agreed
229549,agreed,unrelated
142500,unrelated,unrelated
90370,agreed,unrelated
141837,unrelated,unrelated
149393,unrelated,unrelated
150745,unrelated,unrelated
82227,unrelated,unrelated
224534,unrelated,unrelated
314750,unrelated,unrelated
47366,unrelated,unrelated
54266,agreed,unrelated
253163,agreed,unrelated
114418,unrelated,unrelated
109340,unrelated,unrelated
156987,unrelated,unrelated
303543,agreed,unrelated
4196,agreed,unrelated
70089,unrelated,unrelated
66975,unrelated,unrelated
217664,unrelated,unrelated
147037,unrelated,unrelated
3205,unrelated,unrelated
269491,unrelated,unrelated
312977,agreed,agreed
99845,agreed,unrelated
165530,unrelated,unrelated
307717,unrelated,unrelated
50412,unrelated,unrelated
32519,unrelated,unrelated
265664,agreed,unrelated
310112,agreed,unrelated
152352,unrelated,unrelated
144825,agreed,agreed
208849,unrelated,unrelated
63058,unrelated,unrelated
45779,agreed,unrelated
131209,unrelated,unrelated
69724,unrelated,unrelated
175496,unrelated,unrelated
303071,unrelated,unrelated
166195,unrelated,unrelated
107887,unrelated,unrelated
226012,unrelated,unrelated
316430,unrelated,unrelated
298989,unrelated,unrelated
227008,agreed,unrelated
152949,disagreed,unrelated
123521,unrelated,unrelated
4803,unrelated,unrelated
165412,unrelated,unrelated
295948,unrelated,unrelated
188225,unrelated,unrelated
242613,unrelated,unrelated
299271,unrelated,unrelated
116483,unrelated,unrelated
4216,unrelated,unrelated
311345,agreed,agreed
249469,agreed,unrelated
129530,unrelated,unrelated
141939,unrelated,unrelated
70692,unrelated,unrelated
46840,unrelated,unrelated
304999,unrelated,unrelated
91282,agreed,agreed
243426,agreed,agreed
172595,unrelated,unrelated
155524,unrelated,unrelated
180860,unrelated,unrelated
178105,unrelated,unrelated
138852,agreed,unrelated
77819,agreed,unrelated
218539,agreed,unrelated
27008,unrelated,unrelated
129893,unrelated,unrelated
125065,agreed,agreed
205800,unrelated,unrelated
308294,unrelated,unrelated
35343,unrelated,unrelated
88306,unrelated,unrelated
